CO_GRUPO;IdPersona;FE_ALTA;Monto;Fe_castigo;Monto_castigado
1FNH;31466477;22/09/2021;1087.00;;
1FNH;31466584;07/09/2021;1487.00;;
154X;31466782;25/07/2021;687.00;;
1F9F;31466964;27/09/2021;587.00;;
13C3;31467293;14/12/2021;1987.00;;
1FHQ;31467517;02/12/2021;2287.00;;
1FHQ;31467624;03/12/2021;3187.00;;
1FHQ;31467624;19/11/2021;3187.00;;
1FHQ;31468184;11/06/2021;1787.00;;
1FHQ;31468283;05/07/2021;787.00;;
1FHQ;31468705;07/05/2021;1058.00;;
1FHQ;31468812;01/10/2021;3887.00;;
1FHQ;31469547;23/06/2021;1887.00;;
1FHQ;31469562;22/08/2021;3487.00;;
1FHQ;31469844;04/10/2021;6087.00;;
1FHQ;31470131;20/06/2021;4087.00;;
1FHQ;31470388;16/11/2021;4287.00;;
1FHQ;31470404;03/12/2021;1387.00;;
1FHQ;31470404;28/07/2021;1087.00;;
1FHQ;31470420;22/12/2021;6587.00;;
1FHQ;31470420;29/04/2021;1058.00;;
1FHQ;31470479;26/04/2021;1658.00;;
1FHQ;31470958;03/05/2021;1558.00;;
1FHQ;31471394;25/05/2021;1487.00;;
1FHQ;31471410;24/11/2021;587.00;;
1FHQ;31471410;13/10/2021;587.00;;
1FHQ;31471436;10/12/2021;587.00;;
1FHQ;31471451;17/12/2021;2087.00;;
1FHQ;31472251;25/09/2021;3087.00;;
1FHQ;31473143;29/04/2021;558.00;;
1FHQ;31473184;28/12/2021;2987.00;;
1FHQ;31473499;24/12/2021;1187.00;;
1FHQ;31473531;18/08/2021;1587.00;;
1FHQ;31473770;22/06/2021;1087.00;;
1FHQ;31473804;02/09/2021;3587.00;;
1FHQ;31473804;18/06/2021;3587.00;;
1FHQ;31474158;18/10/2021;3187.00;;
1FHQ;31474158;18/05/2021;1858.00;;
1FHQ;31474166;18/11/2021;1587.00;;
1FHQ;31474307;15/11/2021;987.00;;
1FHQ;31474422;18/09/2021;2887.00;;
1FHQ;31474679;25/07/2021;687.00;;
1FHQ;31474851;30/09/2021;1087.00;;
1FHQ;31475049;17/06/2021;1587.00;;
1FHQ;31475130;09/11/2021;3187.00;;
1FHQ;31475171;27/06/2021;6587.00;;
1FHQ;31475270;25/11/2021;1587.00;;
1FHQ;31475288;08/12/2021;1087.00;;
1FHQ;31475361;18/09/2021;787.00;;
1FHQ;31475585;20/11/2021;3187.00;;
1FHQ;31476112;19/07/2021;6087.00;;
1FHQ;31476856;24/11/2021;2087.00;;
1FHQ;31477805;07/06/2021;687.00;;
1FHQ;31478035;04/10/2021;4087.00;;
1FHQ;31478860;13/08/2021;1087.00;;
1FHQ;31479058;28/04/2021;558.00;;
1FHQ;31479264;12/09/2021;587.00;;
8140;31479686;17/07/2021;787.00;;
0YAT;31480171;06/11/2021;987.00;16/12/2021;948.77
3132;31481930;07/08/2021;1587.00;24/09/2021;498.24
15Y3;31482094;15/09/2021;1187.00;;
1A9M;31482185;21/06/2021;1087.00;30/07/2021;1078.58
1A9M;31482185;03/06/2021;987.00;;
19U0;31487481;06/09/2021;1887.00;;
1FXQ;31489198;18/10/2021;887.00;;
1AZQ;31490444;07/11/2021;587.00;17/12/2021;582.95
0616;31490808;26/10/2021;687.00;;
1D5M;31492804;05/12/2021;587.00;;
0YOV;31493224;10/09/2021;1187.00;;
0YOV;31493364;07/11/2021;587.00;;
14LZ;31494016;06/08/2021;787.00;15/09/2021;759.67
10YE;31494438;17/12/2021;687.00;;
1FOV;31495591;31/12/2021;687.00;;
1FTP;31495807;19/12/2021;587.00;;
1FTP;31495807;03/11/2021;1087.00;;
1FHQ;31496128;28/09/2021;1087.00;;
1FHQ;31496219;08/09/2021;3287.00;;
1FHQ;31496367;24/05/2021;2587.00;;
1FHQ;31496383;23/09/2021;1087.00;;
1FHQ;31496417;26/11/2021;2910.19;;
1FHQ;31496953;30/12/2021;5687.00;;
1FHQ;31497076;15/12/2021;1087.00;;
1FHQ;31497357;10/09/2021;6587.00;;
1FHQ;31497662;28/05/2021;1487.00;;
1FHQ;31497902;30/04/2021;1358.00;;
1FHQ;31497902;27/04/2021;1058.00;;
1FHQ;31498405;15/09/2021;587.00;;
1FHQ;31498488;13/11/2021;1687.00;;
1FHQ;31498934;02/10/2021;2087.00;;
1FHQ;31498991;03/12/2021;1587.00;;
1FHQ;31498991;25/10/2021;1787.00;;
1FHQ;31499338;13/08/2021;3087.00;;
1FHQ;31499510;17/12/2021;2287.00;;
1FHQ;31499551;09/12/2021;2287.00;;
1FHQ;31500440;09/12/2021;3087.00;;
1FHQ;31500440;18/09/2021;1587.00;;
1FHQ;31500465;11/12/2021;2087.00;;
1FHQ;31501323;20/07/2021;1587.00;;
1FHQ;31502016;13/12/2021;687.00;;
1FHQ;31502073;26/04/2021;1658.00;;
1FHQ;31502107;03/10/2021;5087.00;;
1FHQ;31502263;08/05/2021;2058.00;;
1FHQ;31502404;14/09/2021;587.00;;
1FHQ;31502800;17/05/2021;758.00;;
1FHQ;31503220;03/09/2021;587.00;;
1FHQ;31503378;10/09/2021;2087.00;;
1FHQ;31503394;12/10/2021;1587.00;;
1FHQ;31504194;27/12/2021;2587.00;;
1FHQ;31504194;07/12/2021;4087.00;;
1FHQ;31504665;27/12/2021;987.00;;
1FHQ;31504673;04/09/2021;3587.00;;
1FHQ;31504699;06/12/2021;4070.00;;
1FHQ;31504764;07/05/2021;558.00;;
1FHQ;31504830;23/07/2021;5087.00;;
1FHQ;31504871;14/05/2021;558.00;;
1FHQ;31505050;21/12/2021;3687.00;;
1FHQ;31505126;20/06/2021;4087.00;;
1FHQ;31505282;17/12/2021;3187.00;;
1FHQ;31505365;21/06/2021;1587.00;;
1FHQ;31505373;19/08/2021;3087.00;;
1FHQ;31505415;06/12/2021;1387.00;;
1FHQ;31505563;26/09/2021;1087.00;;
1FHQ;31505605;24/05/2021;1387.00;;
1FHQ;31505803;26/04/2021;1358.00;;
1FHQ;31505928;11/10/2021;4387.00;;
1FHQ;31506181;02/12/2021;987.00;;
1FHQ;31506975;14/12/2021;987.00;;
1FHQ;31507155;09/11/2021;2087.00;;
1FHQ;31507296;31/05/2021;2087.00;;
1FHQ;31507304;11/10/2021;587.00;;
1FZZ;31507841;20/11/2021;1087.00;;
0SG5;31509755;03/12/2021;1087.00;;
1BC8;31512338;30/09/2021;1987.00;;
1DZ0;31513161;20/12/2021;1087.00;;
1DZ0;31513161;19/12/2021;987.00;;
2305;31515364;07/12/2021;2287.00;;
2305;31515380;24/11/2021;2287.00;;
1FZ9;31515596;13/08/2021;1787.00;;
1FZ9;31515596;15/07/2021;1787.00;;
1FZ9;31515711;20/12/2021;2887.00;;
1FZ9;31516099;18/10/2021;1087.00;;
1FZ9;31516669;30/08/2021;3087.00;;
1FZ9;31516834;16/12/2021;1187.00;;
0RII;31516966;17/12/2021;987.00;;
0616;31518590;24/09/2021;987.00;;
1609;31520570;06/12/2021;587.00;;
1G00;31521545;16/11/2021;587.00;;
1F42;31521677;02/08/2021;587.00;;
0VQB;31521776;18/07/2021;1387.00;;
1GYK;31522253;28/11/2021;987.00;;
17A6;31522733;03/09/2021;787.00;;
0YOV;31524663;01/11/2021;1087.00;;
0YOV;31524663;25/10/2021;587.00;;
0YOV;31524796;15/09/2021;887.00;;
9377;31525173;15/07/2021;1387.00;;
9377;31525249;15/11/2021;987.00;;
0QKU;31525975;03/12/2021;1187.00;;
1AFR;31526122;22/10/2021;1387.00;;
0X2W;31526742;30/12/2021;1287.00;;
0TFP;31526973;20/10/2021;1087.00;08/12/2021;121.43
14LM;31528615;31/12/2021;1487.00;;
0SHK;31531742;03/09/2021;2287.00;;
1CU2;31531957;03/12/2021;887.00;;
14KQ;31535313;04/12/2021;887.00;;
5383;31535958;26/12/2021;1287.00;;
5383;31535958;20/12/2021;1587.00;;
5383;31536030;13/12/2021;587.00;;
8478;31537988;01/07/2021;1687.00;;
8478;31537988;05/06/2021;1687.00;;
19Q2;31538275;03/06/2021;1087.00;;
9880;31538333;20/08/2021;987.00;;
9880;31538366;28/11/2021;1387.00;;
0T16;31539067;17/09/2021;1787.00;;
0RAW;31539182;05/11/2021;2387.00;;
9880;31539489;03/06/2021;1087.00;;
0UHJ;31540230;25/10/2021;1187.00;;
7474;31540438;26/11/2021;787.00;;
1GXB;31540446;19/12/2021;687.00;;
1GXB;31540446;17/10/2021;687.00;;
1A79;31542061;24/05/2021;587.00;;
15KA;31542111;27/12/2021;587.00;;
0T4E;31542673;01/12/2021;1787.00;;
0ZMT;31544083;05/09/2021;1087.00;;
0PAC;31545718;07/12/2021;1087.00;;
14YO;31545858;07/12/2021;587.00;;
1ATK;31545940;03/12/2021;1587.00;;
1ATK;31545940;20/11/2021;1487.00;;
1ATK;31545940;21/09/2021;1087.00;;
1EOJ;31546278;06/08/2021;4887.00;;
5979;31546302;25/08/2021;887.00;;
1019;31546435;25/09/2021;2087.00;;
1ATK;31546997;22/10/2021;1487.00;;
0PHH;31547557;24/08/2021;587.00;;
6411;31547607;11/11/2021;587.00;;
10A3;31548480;11/12/2021;1187.00;;
18UL;31548944;02/12/2021;887.00;;
13GL;31550601;12/12/2021;2187.00;;
13QI;31551450;28/12/2021;3387.00;;
13QI;31551468;19/09/2021;1387.00;08/11/2021;1385.1
17CQ;31553407;02/10/2021;587.00;;
16OO;31553985;24/12/2021;1587.00;;
0289;31554165;06/12/2021;1387.00;;
0289;31554215;17/12/2021;2387.00;;
0289;31554231;29/06/2021;1187.00;;
1DZD;31554595;17/12/2021;1187.00;;
0SX0;31556137;31/10/2021;1887.00;;
12CC;31559651;23/09/2021;1887.00;;
12CC;31559669;22/11/2021;587.00;;
1FC1;31561087;03/10/2021;1087.00;;
1APE;31562176;27/08/2021;587.00;;
14X8;31570674;21/12/2021;1987.00;;
1AUO;31572274;01/08/2021;587.00;;
1CUH;31573017;22/06/2021;2287.00;11/08/2021;1416.87
1CUH;31573025;07/06/2021;787.00;23/07/2021;783.02
0NME;31573561;19/12/2021;1087.00;;
0NME;31573579;31/10/2021;1087.00;;
10KY;31573686;18/12/2021;4087.00;;
0UJE;31574882;08/07/2021;2787.00;;
156E;31576127;29/05/2021;787.00;;
0WYX;31577018;13/12/2021;787.00;;
1AZQ;31577802;25/07/2021;687.00;;
0NIA;31579501;31/12/2021;887.00;;
0NIA;31579501;12/06/2021;1087.00;;
0XWC;31579865;10/08/2021;787.00;;
14OE;31580137;05/09/2021;1087.00;;
0OYJ;31581713;28/10/2021;587.00;;
0YOW;31582067;01/08/2021;1287.00;;
13EG;31583271;02/07/2021;1087.00;;
1F1C;31585698;19/08/2021;1987.00;;
1F1C;31585821;02/08/2021;1087.00;;
0SHE;31588049;06/12/2021;687.00;;
18A0;31592728;26/09/2021;3687.00;;
109S;31592900;20/12/2021;1087.00;;
109S;31592918;10/12/2021;1087.00;;
109S;31592942;08/10/2021;1287.00;;
1G58;31594229;03/12/2021;1087.00;;
0NM6;31595325;16/11/2021;587.00;;
1ER0;31595382;27/12/2021;887.00;;
1ER0;31595382;26/12/2021;887.00;;
0UBY;31595929;06/12/2021;1087.00;;
1DLX;31596810;27/12/2021;587.00;;
1DLX;31596810;06/12/2021;587.00;;
1DLX;31596836;31/12/2021;887.00;;
0TQF;31596869;17/12/2021;1387.00;;
1CUH;31598956;11/09/2021;3487.00;;
168E;31599582;03/09/2021;587.00;;
1A0A;31599756;24/07/2021;1287.00;;
7860;31601495;13/08/2021;1187.00;;
1HNY;31604630;06/10/2021;787.00;;
160E;31607674;03/09/2021;1687.00;;
0815;31608979;02/12/2021;1487.00;;
0815;31608979;18/06/2021;1687.00;;
2305;31609605;18/12/2021;2387.00;;
2305;31609605;26/06/2021;1087.00;;
2305;31609647;21/12/2021;1087.00;;
2305;31609670;09/11/2021;1162.00;;
1FR5;31610470;13/12/2021;1387.00;;
1FR5;31610470;06/09/2021;587.00;;
1FR5;31610751;21/08/2021;687.00;;
1FR5;31611023;12/11/2021;587.00;;
1FR5;31611072;24/07/2021;587.00;;
1FR5;31611148;12/07/2021;1087.00;;
1FR5;31611148;18/06/2021;587.00;;
1FR5;31611171;24/08/2021;587.00;;
1FR5;31611171;28/07/2021;587.00;;
1FR5;31611197;06/11/2021;587.00;;
1FR5;31611197;12/07/2021;887.00;;
1FR5;31611262;19/09/2021;587.00;;
1FR5;31611288;12/09/2021;687.00;;
1FR5;31611312;23/08/2021;1587.00;;
1FR5;31611429;02/08/2021;1087.00;;
1FR5;31611684;30/08/2021;587.00;;
1FR5;31611825;22/06/2021;1087.00;;
1FR5;31611999;28/11/2021;1087.00;;
1FR5;31612005;19/09/2021;587.00;;
1FR5;31612195;15/12/2021;1087.00;;
1FR5;31612443;28/11/2021;587.00;;
1FR5;31612674;10/06/2021;887.00;;
1FR5;31612674;29/05/2021;987.00;;
1FR5;31612682;16/11/2021;587.00;;
1FR5;31612831;26/10/2021;2087.00;;
1FR5;31612872;03/12/2021;887.00;;
1FR5;31612989;17/10/2021;1087.00;;
1FR5;31613326;24/08/2021;587.00;;
1FR5;31613557;03/12/2021;2287.00;;
1FR5;31613573;20/08/2021;987.00;;
1FR5;31613722;27/07/2021;687.00;;
1FR5;31614407;05/12/2021;887.00;;
1FR5;31614720;03/11/2021;687.00;;
1FR5;31614720;19/10/2021;587.00;;
1FR5;31614928;01/12/2021;587.00;;
1FR5;31614985;06/12/2021;1087.00;;
1FR5;31615032;29/08/2021;887.00;;
1FR5;31615164;01/12/2021;587.00;;
1FR5;31615388;19/11/2021;1087.00;;
1FR5;31615412;16/06/2021;787.00;;
1FR5;31615438;30/08/2021;2087.00;;
1FR5;31615941;03/09/2021;687.00;;
1FR5;31616170;10/10/2021;587.00;;
1FR5;31616295;20/10/2021;587.00;;
2305;31616568;06/11/2021;3587.00;;
0UMA;31618002;16/07/2021;687.00;;
16KY;31619059;15/09/2021;587.00;;
1G6C;31621808;25/10/2021;2887.00;;
0Z8U;31621857;11/06/2021;687.00;;
1BC8;31622350;07/06/2021;887.00;;
1EZM;31622384;31/12/2021;787.00;;
13A6;31623044;20/09/2021;1087.00;27/01/2022;1082.38
142K;31623077;23/12/2021;587.00;;
0215;31624604;06/09/2021;687.00;;
1EM9;31626617;16/12/2021;2187.00;;
1EM9;31626641;08/10/2021;587.00;;
1G5B;31627094;20/11/2021;587.00;30/12/2021;579.9
1G5B;31627284;07/07/2021;887.00;;
1G5B;31627359;20/09/2021;887.00;;
1G5B;31627698;03/08/2021;987.00;;
1G5B;31627730;09/11/2021;1487.00;;
1G5B;31627771;14/11/2021;687.00;;
1G5B;31627771;23/10/2021;687.00;;
1G5B;31628282;03/07/2021;687.00;;
1G5B;31628670;04/08/2021;687.00;;
1G5B;31628670;03/07/2021;587.00;;
1G5X;31629363;08/09/2021;2287.00;;
1G5X;31629520;07/08/2021;2187.00;;
0YAT;31630064;19/12/2021;1287.00;;
0YAT;31630064;17/07/2021;587.00;;
101M;31631872;03/10/2021;787.00;;
07QE;31632185;29/06/2021;787.00;;
0NO4;31634504;16/07/2021;587.00;;
0WOM;31634520;01/12/2021;887.00;;
0T16;31634827;15/10/2021;1487.00;;
13QH;31635295;27/11/2021;787.00;06/01/2022;777.39
1ATK;31635428;03/10/2021;1587.00;;
0SD7;31635592;21/06/2021;687.00;;
0021;31636699;02/12/2021;987.00;;
1CUH;31636939;05/08/2021;1287.00;22/09/2021;1286.94
2150;31637697;28/12/2021;3887.00;;
2305;31640261;04/08/2021;3787.00;;
1G64;31642986;22/11/2021;687.00;;
0YT4;31643323;13/06/2021;1187.00;;
0YT4;31643349;24/12/2021;587.00;;
167R;31643760;05/07/2021;787.00;;
1CFI;31644503;26/06/2021;1187.00;;
1E2I;31645179;15/09/2021;987.00;;
1747;31645922;06/08/2021;887.00;23/09/2021;835.8
1AEC;31646235;19/08/2021;1087.00;;
0TSV;31647431;12/09/2021;1487.00;;
16I3;31647449;10/08/2021;1987.00;;
0P1Z;31647878;10/09/2021;2187.00;;
0P1Z;31647886;17/09/2021;3087.00;;
1FMG;31648686;30/12/2021;1287.00;;
1FMG;31648702;22/09/2021;787.00;;
1F75;31649650;25/11/2021;587.00;;
17L6;31651813;25/11/2021;787.00;;
1609;31653918;29/06/2021;1387.00;;
0TCF;31654429;11/12/2021;1387.00;;
0YT4;31659899;26/07/2021;587.00;;
0YMV;31660053;21/08/2021;587.00;;
1FVO;31660731;05/12/2021;687.00;;
1FVO;31660731;14/11/2021;687.00;;
194Q;31662703;15/06/2021;2587.00;;
194Q;31662737;24/12/2021;2687.00;;
0SJM;31662984;01/07/2021;1587.00;;
0SJM;31662992;17/08/2021;1687.00;06/10/2021;900.26
1HC9;31663081;31/12/2021;1887.00;;
1HC9;31663081;14/10/2021;1987.00;;
1HC9;31663198;16/12/2021;2287.00;;
5383;31666704;27/12/2021;1387.00;;
0U2L;31667702;20/12/2021;787.00;;
1J4L;31670094;14/12/2021;987.00;;
1J4L;31670094;27/10/2021;587.00;;
1AGU;31670342;04/11/2021;1087.00;;
2785;31671407;10/09/2021;587.00;;
1BI5;31672058;13/11/2021;2087.00;;
1FZZ;31672850;12/12/2021;1387.00;;
1FZZ;31673072;23/11/2021;1387.00;;
1FZZ;31673098;21/10/2021;2687.00;;
1FZZ;31673742;05/11/2021;787.00;;
1FZZ;31673817;08/10/2021;1387.00;;
1FZZ;31674096;20/11/2021;1987.00;;
1FZZ;31674393;30/10/2021;887.00;;
1FZZ;31674393;23/08/2021;1387.00;;
1FZZ;31674575;07/11/2021;1187.00;;
1FZZ;31674724;03/09/2021;1987.00;;
1DZD;31676802;16/11/2021;1387.00;;
1EZD;31678196;08/08/2021;587.00;;
154T;31678832;03/07/2021;1287.00;;
1019;31679483;30/12/2021;1687.00;;
0SKA;31680507;04/08/2021;2487.00;;
0VMR;31682784;02/09/2021;4087.00;;
9412;31683758;14/08/2021;587.00;;
0289;31685308;29/09/2021;1787.00;;
1BGK;31685621;26/12/2021;1087.00;;
1BGK;31686314;12/07/2021;1487.00;;
1CUH;31686397;10/07/2021;1887.00;;
0QZL;31686603;16/12/2021;4087.00;;
0WOM;31686942;08/12/2021;1387.00;;
0UDU;31690415;25/09/2021;2087.00;;
0QJR;31691439;16/12/2021;2087.00;;
1G95;31692114;18/09/2021;1687.00;;
1G95;31692114;06/09/2021;1687.00;;
0WOM;31692528;06/11/2021;1487.00;;
1CBY;31696941;29/06/2021;887.00;;
1CBY;31696974;04/08/2021;887.00;;
1CBY;31696990;16/12/2021;1487.00;;
1CBY;31697030;11/11/2021;1587.00;;
0YTP;31706377;02/12/2021;987.00;;
1AFR;31706864;01/08/2021;2587.00;;
1FD6;31706914;26/12/2021;587.00;;
1CSX;31707797;15/12/2021;6087.00;;
0XQ1;31708464;03/06/2021;887.00;;
1FYD;31708670;21/06/2021;587.00;;
1FYD;31708795;18/10/2021;1187.00;;
1FYD;31708795;04/10/2021;1187.00;;
1FYD;31708829;26/12/2021;887.00;;
1FYD;31708944;29/09/2021;587.00;;
1FYD;31708944;17/07/2021;587.00;;
0PIG;31709512;24/08/2021;1187.00;;
1FZ5;31711393;07/11/2021;1487.00;;
1FZ5;31711393;20/08/2021;1487.00;;
1FZ5;31711450;07/08/2021;987.00;;
1BVJ;31713894;16/12/2021;987.00;;
15JD;31715501;17/10/2021;587.00;;
9377;31715691;08/10/2021;2887.00;25/11/2021;2863.51
0QLP;31715931;11/12/2021;2987.00;;
0QLP;31715931;21/07/2021;1087.00;;
0T5F;31716533;18/09/2021;687.00;;
5383;31716806;18/09/2021;787.00;;
0YQT;31717051;02/10/2021;1287.00;;
0QLP;31718794;27/11/2021;1487.00;;
0O5Y;31719743;19/12/2021;687.00;;
0O5Y;31719743;12/11/2021;687.00;;
17BE;31720121;20/07/2021;587.00;;
0VNF;31720717;12/12/2021;587.00;;
1DZD;31720840;18/09/2021;1087.00;;
13GZ;31725286;20/08/2021;1087.00;;
15R2;31726144;02/12/2021;2287.00;;
10S1;31726813;19/11/2021;887.00;;
1E28;31728074;30/12/2021;687.00;;
10II;31729338;22/12/2021;587.00;;
0NIA;31729619;23/11/2021;887.00;03/01/2022;876.09
15H4;31730989;17/09/2021;587.00;;
0T2M;31731888;03/09/2021;587.00;;
0616;31731953;27/10/2021;787.00;;
0PIN;31734205;23/06/2021;1287.00;;
10T1;31737265;14/11/2021;787.00;;
13OP;31739329;05/12/2021;2487.00;;
13OP;31739329;03/10/2021;1287.00;;
0X5L;31740848;27/11/2021;1087.00;;
1G7S;31742034;05/11/2021;587.00;;
1FD6;31742208;24/12/2021;687.00;;
0UIU;31742638;03/10/2021;2587.00;;
15BJ;31742687;05/12/2021;1187.00;;
0SJM;31743214;26/08/2021;587.00;;
0UJK;31743933;29/11/2021;887.00;;
1GS8;31746605;24/11/2021;587.00;;
1A9N;31748692;05/11/2021;1187.00;;
1FWN;31749302;05/12/2021;1387.00;;
1FWN;31749344;13/07/2021;587.00;;
1FWN;31749344;05/07/2021;1087.00;;
3242;31750672;02/11/2021;787.00;;
1DZD;31751282;17/06/2021;1287.00;;
0334;31751753;24/12/2021;987.00;;
101M;31753429;21/10/2021;1087.00;;
13MQ;31755960;04/09/2021;1387.00;;
13MQ;31755986;03/10/2021;687.00;;
13MQ;31755986;02/07/2021;687.00;;
1F5Y;31756505;29/12/2021;687.00;;
1F5Y;31756505;18/11/2021;687.00;;
1G9D;31757776;01/08/2021;887.00;;
1BGK;31758048;10/07/2021;1187.00;;
1CS3;31758899;19/07/2021;1187.00;;
1019;31759103;16/12/2021;2387.00;;
1019;31759160;26/10/2021;2587.00;;
16PV;31760051;16/11/2021;1637.00;;
0419;31760804;28/11/2021;1587.00;;
1FR5;31761307;26/08/2021;587.00;;
1A79;31761836;16/12/2021;3187.00;;
1BG0;31762693;24/08/2021;2687.00;13/10/2021;2673.45
1FZ9;31763030;04/12/2021;2287.00;;
1E2B;31764400;01/09/2021;687.00;;
19OG;31764681;01/09/2021;1087.00;13/10/2021;1072.5
12QU;31764855;22/06/2021;1087.00;;
0XOI;31764889;15/11/2021;2587.00;;
0V7A;31768179;05/10/2021;587.00;;
0WZ5;31769276;25/09/2021;587.00;04/11/2021;565.65
0XQ1;31770498;20/12/2021;887.00;;
0XQ1;31770498;12/08/2021;787.00;;
1EZT;31771637;10/08/2021;687.00;;
10HK;31771751;31/07/2021;1087.00;;
1HNT;31772916;24/12/2021;4587.00;;
1HNT;31773161;05/11/2021;1087.00;;
1HNT;31773351;21/10/2021;1587.00;;
1HNT;31773369;24/12/2021;1587.00;;
1HNT;31773526;29/11/2021;1587.00;;
1HNT;31773633;13/12/2021;3087.00;;
1HNT;31773633;06/12/2021;2587.00;;
1HNT;31774722;09/10/2021;1587.00;;
1HNT;31775489;15/12/2021;587.00;;
1HNT;31776537;30/11/2021;1487.00;;
0852;31777626;05/12/2021;1487.00;;
5034;31783624;05/11/2021;687.00;23/12/2021;686.69
1DCW;31785561;30/11/2021;587.00;;
1DCW;31785561;21/11/2021;587.00;;
07TN;31788243;17/08/2021;887.00;;
07TN;31788243;16/07/2021;887.00;;
15PH;31788953;17/12/2021;2787.00;;
6220;31788961;20/11/2021;787.00;;
15FT;31792625;01/08/2021;587.00;;
15FT;31792708;03/09/2021;587.00;;
15FT;31792708;31/07/2021;587.00;;
1BSM;31793417;17/12/2021;787.00;26/01/2022;786.54
0YMV;31796931;17/07/2021;2487.00;03/09/2021;2487
1CUH;31797996;26/07/2021;2687.00;;
1B7K;31802739;03/12/2021;587.00;;
1B7K;31802739;04/10/2021;587.00;;
1FYD;31803661;05/12/2021;887.00;;
1FYD;31803661;29/11/2021;587.00;;
0Q4W;31805955;15/08/2021;1687.00;01/10/2021;1648.4
10SZ;31806821;04/12/2021;1587.00;;
0Z70;31810476;29/07/2021;1087.00;;
109S;31810542;30/12/2021;1087.00;;
0ZT5;31810633;18/12/2021;787.00;;
1G38;31811060;24/12/2021;2387.00;;
1G38;31811474;28/10/2021;1587.00;;
1G38;31811714;30/12/2021;887.00;;
1G38;31811763;21/12/2021;987.00;;
1G38;31811763;28/10/2021;887.00;;
1GCY;31812589;04/09/2021;887.00;;
1GCY;31812597;20/12/2021;587.00;;
15R2;31812829;11/09/2021;1537.00;;
15R2;31812829;14/08/2021;1587.00;;
0289;31814437;25/06/2021;1187.00;;
0289;31814478;04/12/2021;3187.00;;
0289;31814478;19/06/2021;1387.00;;
0289;31814478;11/06/2021;1387.00;;
0QMC;31814528;07/07/2021;1387.00;;
0QMC;31814528;28/06/2021;887.00;;
2139;31814544;05/09/2021;1587.00;;
0815;31815913;12/12/2021;1387.00;;
0RUV;31817018;10/10/2021;587.00;;
1HV3;31817307;02/12/2021;2787.00;;
1EZM;31819519;02/10/2021;587.00;;
1G9C;31820004;20/09/2021;1887.00;;
1G9C;31820038;08/11/2021;587.00;;
0616;31821721;10/12/2021;887.00;;
0616;31821721;27/11/2021;887.00;;
18AD;31821770;14/08/2021;887.00;;
167R;31822117;17/11/2021;587.00;;
0YAT;31826001;31/12/2021;1287.00;;
0YAT;31826936;06/11/2021;1287.00;;
0YAT;31827397;09/09/2021;1287.00;;
2785;31830722;12/11/2021;587.00;;
15LX;31831084;13/09/2021;687.00;;
15LX;31831084;16/08/2021;687.00;;
1IIQ;31831175;26/12/2021;787.00;;
1IIQ;31831175;08/11/2021;587.00;;
0SZX;31833536;10/10/2021;1287.00;;
0X6F;31835200;13/12/2021;787.00;;
0X6F;31835234;02/09/2021;587.00;;
0V8U;31835382;12/12/2021;587.00;;
1AZE;31836067;01/08/2021;687.00;;
1AZE;31836067;24/07/2021;687.00;;
1AZQ;31836638;23/12/2021;2087.00;;
1AZQ;31836638;05/10/2021;1587.00;;
0OBN;31836653;08/10/2021;1087.00;;
0OBN;31836653;26/08/2021;587.00;;
0O1S;31840564;18/08/2021;1087.00;;
1FJA;31841422;17/12/2021;1187.00;;
13W6;31842404;19/11/2021;587.00;;
13W6;31842404;08/08/2021;587.00;;
1FAX;31843022;20/12/2021;587.00;;
0Z8J;31845852;01/10/2021;987.00;;
1019;31846447;17/08/2021;1587.00;;
1DBM;31848377;17/11/2021;587.00;;
117B;31848575;26/12/2021;1987.00;;
1CQY;31850639;18/08/2021;1087.00;;
1DZ0;31851504;02/12/2021;1087.00;;
1DZ0;31851504;14/11/2021;1187.00;;
1CN4;31853781;03/10/2021;687.00;;
8819;31855026;02/12/2021;1587.00;;
16Z4;31857568;20/09/2021;1587.00;;
0ZDS;31857576;28/11/2021;587.00;;
0ZDS;31857576;20/10/2021;1087.00;;
13A6;31861784;19/10/2021;1087.00;;
1DZD;31862055;23/12/2021;1787.00;;
5383;31862287;29/10/2021;887.00;;
1BGK;31862485;20/10/2021;1887.00;;
1F3W;31862857;15/08/2021;587.00;;
1F3W;31862907;24/07/2021;1887.00;;
1F3W;31862998;16/08/2021;587.00;;
1F3W;31863079;08/10/2021;2087.00;;
7063;31865397;10/09/2021;1087.00;;
0QTX;31865785;12/11/2021;687.00;;
0298;31867294;15/10/2021;1087.00;;
0298;31867328;23/12/2021;787.00;;
0298;31867435;25/10/2021;1087.00;;
0298;31867906;10/10/2021;1187.00;;
0298;31868243;12/11/2021;3087.00;;
0298;31868581;06/11/2021;987.00;;
0298;31869092;19/12/2021;1587.00;;
0298;31869092;02/10/2021;1687.00;;
0298;31869183;16/10/2021;1287.00;;
0298;31869480;09/11/2021;587.00;;
0298;31869555;18/12/2021;987.00;;
0298;31869647;06/12/2021;787.00;;
0298;31869746;03/12/2021;1387.00;;
0298;31869753;16/12/2021;1387.00;;
0298;31869753;01/11/2021;1287.00;;
0298;31869795;31/12/2021;1487.00;;
0298;31869894;18/10/2021;1087.00;;
0298;31869951;09/10/2021;1487.00;;
0298;31869977;27/12/2021;1387.00;;
